timestamp,alpha_name,simulation_id,status,tests_pass,auto_submit
2026-07-19T14:43:45.695905,MF_10079,29rcFOgpQ4L19MaPIgspxkM,FAILED,True,False
2026-07-19T14:44:14.650723,TS_83,1lAWHV1Zc4ro9i7RXYTEqwB,FAILED,True,False
